room,treatment,round,roundcomplete,player1action,player2action,player1jartype,player1bluecount,player2highbluecount,player2lowbluecount,player1earnings,player2earnings,player1name,player2name,player1_lastseen,player2_lastseen,player1_ready,player2_ready,drawn_ball,player1earnings_difference,player2earnings_difference,player1_quiz_finished,player2_quiz_finished,drawn_low,drawn_high,finish_code_player1,finish_code_player2
avu53,status_quo,4,true,NoOffer,NA,high_quality,98,44,33,516,548,5be8a1701664db0001d804f8,5ca73ac06fa13f00189cbe17,2021-06-25 16:15:00.023,2021-06-25 16:14:59.779,true,true,NA,0,0,true,true,blue,blue,5be8a1701664db0001d804f8Lc64g,5ca73ac06fa13f00189cbe17gNO8w
MJQqw,status_quo,4,true,NoOffer,NA,low_quality,84,72,47,484,420,5f93274d33ea7a0d0bee3fd4,5be8a1701664db0001d804f8,2021-06-25 16:14:46.045,2021-06-25 16:14:46.199,true,true,NA,0,0,true,true,red,blue,5f93274d33ea7a0d0bee3fd4Kguyc,5be8a1701664db0001d804f8unA1j
q0v9s,status_quo,8,true,Offer,MixWithLowBlue,high_quality,91,64,28,572,508,5b5e7e643bac1d0001f9bf28,57e7bb4e73e67300012b8e2a,2021-06-25 16:14:13.422,2021-06-25 16:14:14.009,true,true,red ball,8,-80,true,true,red,blue,5b5e7e643bac1d0001f9bf28X6hRf,57e7bb4e73e67300012b8e2aFyGDU
XCNdZ,status_quo,5,true,NoOffer,NA,low_quality,68,72,21,484,524,5d9373b0e04970001ab482da,5dd3eaabfef7c23d3f95d252,2021-06-25 16:14:29.311,2021-06-25 16:14:29.87,true,true,NA,0,0,true,true,red,blue,5d9373b0e04970001ab482dazT6gQ,5dd3eaabfef7c23d3f95d252TxHjz
w11BG,holistic,7,true,Offer,MixWithHighBlue,high_quality,99,74,26,580,600,5c0f1cf4f3027300014b606f,5f74fd83ed11b81620baf105,2021-06-25 16:14:54.104,2021-06-25 16:14:54.891,true,true,1 blue and 1 red,8,10,true,true,red,blue,5c0f1cf4f3027300014b606fdv6Sy,5f74fd83ed11b81620baf105lFQXQ
txN7R,status_quo,9,true,NoOffer,NA,low_quality,74,40,46,532,492,5ddecf14d3ac2affdc8df54c,576704bffdff7a0001c12890,2021-06-25 16:15:03.79,2021-06-25 16:15:03.874,true,true,NA,0,0,true,true,blue,blue,5ddecf14d3ac2affdc8df54cbAVJL,576704bffdff7a0001c12890t0hsg
avu53,status_quo,3,true,NoOffer,NA,low_quality,74,62,58,516,548,5be8a1701664db0001d804f8,5ca73ac06fa13f00189cbe17,2021-06-25 16:14:44.921,2021-06-25 16:14:45.609,true,true,NA,0,0,true,true,blue,blue,5be8a1701664db0001d804f8Lc64g,5ca73ac06fa13f00189cbe17gNO8w
kBoCn,status_quo,3,true,Offer,MixWithHighBlue,high_quality,96,70,56,516,444,5bbc18010cb04c00015025ce,5c2dae2110677f0001dd1137,2021-06-25 16:15:04.189,2021-06-25 16:15:03.531,true,true,red ball,8,-80,true,true,red,red,5bbc18010cb04c00015025cesyzWi,5c2dae2110677f0001dd1137YLzmZ
XCNdZ,status_quo,4,true,NoOffer,NA,low_quality,67,54,55,484,524,5d9373b0e04970001ab482da,5dd3eaabfef7c23d3f95d252,2021-06-25 16:14:14.263,2021-06-25 16:14:17.252,true,true,NA,0,0,true,true,blue,blue,5d9373b0e04970001ab482dazT6gQ,5dd3eaabfef7c23d3f95d252TxHjz
WfcL5,holistic,3,true,Offer,MixWithLowBlue,high_quality,93,60,27,532,540,5fb320402d694ba3d62c9cc6,5ef504d47faaa01261c64983,2021-06-25 16:15:13.218,2021-06-25 16:15:13.218,true,true,1 blue and 1 red,8,10,true,true,blue,red,5fb320402d694ba3d62c9cc6fJfTD,5ef504d47faaa01261c64983zFeSr
XCNdZ,status_quo,4,true,NoOffer,NA,low_quality,52,72,49,484,524,5d9373b0e04970001ab482da,5dd3eaabfef7c23d3f95d252,2021-06-25 16:14:14.263,2021-06-25 16:14:17.252,true,true,NA,0,0,true,true,blue,blue,5d9373b0e04970001ab482dazT6gQ,5dd3eaabfef7c23d3f95d252TxHjz
UVloq,status_quo,3,true,NoOffer,NA,low_quality,84,57,57,500,500,55abb1a5fdf99b501fab62e3,5cb929bfebd17d0017e7f848,2021-06-25 16:14:39.525,2021-06-25 16:14:39.266,true,true,NA,0,0,true,true,blue,red,55abb1a5fdf99b501fab62e3CuK21,5cb929bfebd17d0017e7f848pIxs1
w11BG,holistic,4,true,Offer,MixWithHighBlue,high_quality,93,60,53,548,560,5c0f1cf4f3027300014b606f,5f74fd83ed11b81620baf105,2021-06-25 16:14:16.76,2021-06-25 16:14:16.755,true,true,1 blue and 1 red,8,10,true,true,blue,red,5c0f1cf4f3027300014b606fdv6Sy,5f74fd83ed11b81620baf105lFQXQ
q0v9s,status_quo,10,true,Offer,MixWithLowBlue,low_quality,62,61,22,588,556,5b5e7e643bac1d0001f9bf28,57e7bb4e73e67300012b8e2a,2021-06-25 16:14:46.816,2021-06-25 16:14:49.779,false,false,blue ball,8,24,true,true,blue,red,5b5e7e643bac1d0001f9bf28X6hRf,57e7bb4e73e67300012b8e2aFyGDU
WfcL5,holistic,2,true,Offer,MixWithLowBlue,low_quality,67,63,49,524,530,5fb320402d694ba3d62c9cc6,5ef504d47faaa01261c64983,2021-06-25 16:14:44.808,2021-06-25 16:14:44.787,true,true,2 blue balls,16,20,true,true,blue,blue,5fb320402d694ba3d62c9cc6fJfTD,5ef504d47faaa01261c64983zFeSr
pLTIj,holistic,4,true,NoOffer,NA,high_quality,98,76,51,524,530,5f14c40b8a043d54837e0601,5ea0f8b65669f80008176bec,2021-06-25 16:14:41.559,2021-06-25 16:14:41.446,true,true,1 blue and 1 red,8,10,true,true,red,blue,5f14c40b8a043d54837e0601JzAoe,5ea0f8b65669f80008176becmLr8B
XCNdZ,status_quo,6,true,Offer,MixWithHighBlue,high_quality,99,68,50,492,548,5d9373b0e04970001ab482da,5dd3eaabfef7c23d3f95d252,2021-06-25 16:14:45.429,2021-06-25 16:14:44.812,true,true,blue ball,8,24,true,true,blue,blue,5d9373b0e04970001ab482dazT6gQ,5dd3eaabfef7c23d3f95d252TxHjz
w11BG,holistic,5,true,Offer,MixWithHighBlue,high_quality,96,80,34,556,570,5c0f1cf4f3027300014b606f,5f74fd83ed11b81620baf105,2021-06-25 16:14:27.913,2021-06-25 16:14:27.803,true,true,1 blue and 1 red,8,10,true,true,red,blue,5c0f1cf4f3027300014b606fdv6Sy,5f74fd83ed11b81620baf105lFQXQ
UVloq,status_quo,4,true,NoOffer,NA,low_quality,78,40,51,500,500,55abb1a5fdf99b501fab62e3,5cb929bfebd17d0017e7f848,2021-06-25 16:14:56.592,2021-06-25 16:14:56.266,true,true,NA,0,0,true,true,red,blue,55abb1a5fdf99b501fab62e3CuK21,5cb929bfebd17d0017e7f848pIxs1
q0v9s,status_quo,9,true,Offer,MixWithLowBlue,high_quality,97,55,49,580,532,5b5e7e643bac1d0001f9bf28,57e7bb4e73e67300012b8e2a,2021-06-25 16:14:28.548,2021-06-25 16:14:28.702,true,true,blue ball,8,24,true,true,blue,blue,5b5e7e643bac1d0001f9bf28X6hRf,57e7bb4e73e67300012b8e2aFyGDU
2fIKr,holistic,6,true,Offer,RejectOffer,low_quality,10,41,12,500,500,testing1,testing1,2021-07-29 18:37:16.225,2021-07-29 18:37:16.911,true,true,2 red balls,-16,-20,true,true,red,red,testing171DsV,testing16nF7G
MJQqw,status_quo,3,true,Offer,MixWithHighBlue,high_quality,92,56,45,484,420,5f93274d33ea7a0d0bee3fd4,5be8a1701664db0001d804f8,2021-06-25 16:14:34.544,2021-06-25 16:14:34.531,true,true,red ball,8,-80,true,true,red,red,5f93274d33ea7a0d0bee3fd4Kguyc,5be8a1701664db0001d804f8unA1j
w11BG,holistic,6,true,Offer,MixWithHighBlue,high_quality,94,45,24,572,590,5c0f1cf4f3027300014b606f,5f74fd83ed11b81620baf105,2021-06-25 16:14:40.011,2021-06-25 16:14:40.833,true,true,2 blue balls,16,20,true,true,blue,blue,5c0f1cf4f3027300014b606fdv6Sy,5f74fd83ed11b81620baf105lFQXQ
7tn1o,status_quo,7,true,NoOffer,NA,low_quality,53,44,25,492,548,5d36600685d1d50001affacb,5cb568ebf0e31e0017d9bf32,2021-06-25 16:14:38.308,2021-06-25 16:14:38.52,true,true,NA,0,0,true,true,blue,red,5d36600685d1d50001affacbBpqii,5cb568ebf0e31e0017d9bf32eJxZX
pbwCJ,status_quo,2,true,Offer,MixWithHighBlue,high_quality,97,62,55,516,340,5fed41e3e14422f5e308c6e5,5edfb0770fb0722aa3839b6d,2021-06-25 16:14:41.495,2021-06-25 16:14:41.683,true,true,red ball,8,-80,true,true,blue,red,5fed41e3e14422f5e308c6e5QVy8i,5edfb0770fb0722aa3839b6dT3Xnl
txN7R,status_quo,8,true,NoOffer,NA,low_quality,73,59,60,532,492,5ddecf14d3ac2affdc8df54c,576704bffdff7a0001c12890,2021-06-25 16:14:47.699,2021-06-25 16:14:47.852,true,true,NA,0,0,true,true,blue,red,5ddecf14d3ac2affdc8df54cbAVJL,576704bffdff7a0001c12890t0hsg
vyLYN,status_quo,3,true,Offer,MixWithHighBlue,high_quality,98,77,37,516,444,5e954b384491ad117052cd48,5f97d19f018e77000cc67d21,2021-06-25 16:15:03.059,2021-06-25 16:15:03.176,true,true,blue ball,8,24,true,true,red,blue,5e954b384491ad117052cd48ixzbF,5f97d19f018e77000cc67d21wElEt
MJQqw,status_quo,5,true,NoOffer,NA,low_quality,61,80,48,484,420,5f93274d33ea7a0d0bee3fd4,5be8a1701664db0001d804f8,2021-06-25 16:14:59.318,2021-06-25 16:14:59.246,true,true,NA,0,0,true,true,blue,blue,5f93274d33ea7a0d0bee3fd4Kguyc,5be8a1701664db0001d804f8unA1j
xElzi,holistic,5,true,Offer,MixWithLowBlue,high_quality,99,68,54,556,570,5f281c6e6029530a2a65e847,5d2df745da13f60018d14b64,2021-06-25 16:14:59.215,2021-06-25 16:14:59.992,true,true,2 blue balls,16,20,true,true,blue,blue,5f281c6e6029530a2a65e847IEyXL,5d2df745da13f60018d14b64Sxqm5
avu53,status_quo,4,true,NoOffer,NA,low_quality,50,58,43,516,548,5be8a1701664db0001d804f8,5ca73ac06fa13f00189cbe17,2021-06-25 16:15:00.023,2021-06-25 16:14:59.779,true,true,NA,0,0,true,true,blue,blue,5be8a1701664db0001d804f8Lc64g,5ca73ac06fa13f00189cbe17gNO8w
XCNdZ,status_quo,7,true,Offer,RejectOffer,high_quality,97,71,45,476,572,5d9373b0e04970001ab482da,5dd3eaabfef7c23d3f95d252,2021-06-25 16:14:59.47,2021-06-25 16:15:03.38,true,true,NA,-24,0,true,true,red,blue,5d9373b0e04970001ab482dazT6gQ,5dd3eaabfef7c23d3f95d252TxHjz
pLTIj,holistic,5,true,NoOffer,NA,high_quality,95,69,20,532,540,5f14c40b8a043d54837e0601,5ea0f8b65669f80008176bec,2021-06-25 16:15:03.536,2021-06-25 16:15:03.761,true,true,1 blue and 1 red,8,10,true,true,red,blue,5f14c40b8a043d54837e0601JzAoe,5ea0f8b65669f80008176becmLr8B
pbwCJ,status_quo,3,true,Offer,MixWithHighBlue,high_quality,94,58,48,524,364,5fed41e3e14422f5e308c6e5,5edfb0770fb0722aa3839b6d,2021-06-25 16:15:00.086,2021-06-25 16:14:59.978,true,true,blue ball,8,24,true,true,red,blue,5fed41e3e14422f5e308c6e5QVy8i,5edfb0770fb0722aa3839b6dT3Xnl
ppIt1,holistic,10,true,Offer,MixWithLowBlue,high_quality,97,62,58,612,640,5d8d12f6d88e3a00142c9751,558afa29fdf99b7dfdbac1c6,2021-06-25 16:17:57.038,2021-06-25 16:17:58.538,false,false,1 blue and 1 red,8,10,true,true,blue,red,5d8d12f6d88e3a00142c9751sP0CF,558afa29fdf99b7dfdbac1c6zX3P5
v8haZ,status_quo,5,true,Offer,MixWithHighBlue,high_quality,100,58,41,532,492,5e3dd36d19be0d040a17f13f,5c9e65d52707e10001a00524,2021-06-25 16:17:17.66,2021-06-25 16:17:17.628,true,true,blue ball,8,24,true,true,blue,blue,5e3dd36d19be0d040a17f13fTvmke,5c9e65d52707e10001a00524TsupZ
ppIt1,holistic,2,true,NoOffer,NA,high_quality,92,41,45,524,530,5d8d12f6d88e3a00142c9751,558afa29fdf99b7dfdbac1c6,2021-06-25 16:14:44.096,2021-06-25 16:14:44.351,true,true,1 blue and 1 red,8,10,true,true,blue,red,5d8d12f6d88e3a00142c9751sP0CF,558afa29fdf99b7dfdbac1c6zX3P5
vyLYN,status_quo,7,true,Offer,MixWithHighBlue,low_quality,79,62,31,548,436,5e954b384491ad117052cd48,5f97d19f018e77000cc67d21,2021-06-25 16:16:44.111,2021-06-25 16:16:44.777,true,true,blue ball,8,24,true,true,blue,blue,5e954b384491ad117052cd48ixzbF,5f97d19f018e77000cc67d21wElEt
ppIt1,holistic,3,true,Offer,MixWithHighBlue,low_quality,77,41,52,540,550,5d8d12f6d88e3a00142c9751,558afa29fdf99b7dfdbac1c6,2021-06-25 16:15:17.24,2021-06-25 16:15:17.657,true,true,2 blue balls,16,20,true,true,blue,blue,5d8d12f6d88e3a00142c9751sP0CF,558afa29fdf99b7dfdbac1c6zX3P5
kBoCn,status_quo,10,true,NoOffer,NA,low_quality,61,57,43,476,468,5bbc18010cb04c00015025ce,5c2dae2110677f0001dd1137,2021-06-25 16:16:56.406,2021-06-25 16:16:56.283,false,true,NA,0,0,true,true,blue,blue,5bbc18010cb04c00015025cesyzWi,5c2dae2110677f0001dd1137YLzmZ
WfcL5,holistic,9,true,Offer,MixWithLowBlue,low_quality,65,54,41,580,600,5fb320402d694ba3d62c9cc6,5ef504d47faaa01261c64983,2021-06-25 16:17:13.37,2021-06-25 16:17:13.7,true,true,2 red balls,0,0,true,true,red,red,5fb320402d694ba3d62c9cc6fJfTD,5ef504d47faaa01261c64983zFeSr
QoRKG,holistic,7,true,Offer,MixWithLowBlue,low_quality,51,73,21,548,560,5e67f0321e4f0a0a657c1d08,5ee09c1a0c2ad1027f541f53,2021-06-25 16:25:51.668,2021-06-25 16:25:52.204,true,true,1 blue and 1 red,8,10,true,true,red,blue,5e67f0321e4f0a0a657c1d08ZZH2u,5ee09c1a0c2ad1027f541f53XOIJr
ttklC,status_quo,9,true,NoOffer,NA,low_quality,79,74,33,524,540,5bd7971b0aac450001f951aa,5db0a97f127d4000117cdfa0,2021-06-25 16:17:04.261,2021-06-25 16:17:04.317,true,true,NA,0,0,true,true,blue,blue,5bd7971b0aac450001f951aacEJHj,5db0a97f127d4000117cdfa04uhNJ
9pS7a,holistic,6,true,NoOffer,NA,low_quality,68,50,39,564,580,5eaa0cc0fb0fca17a3006d9c,5cd063ce657e300016f6c95a,2021-06-25 16:17:54.559,2021-06-25 16:17:55.261,true,true,1 blue and 1 red,8,10,true,true,blue,red,5eaa0cc0fb0fca17a3006d9cdljKB,5cd063ce657e300016f6c95abw158
ttklC,status_quo,6,true,Offer,RejectOffer,low_quality,66,72,34,508,596,5bd7971b0aac450001f951aa,5db0a97f127d4000117cdfa0,2021-06-25 16:17:28.485,2021-06-25 16:16:07.836,true,true,NA,-24,0,true,true,red,blue,5bd7971b0aac450001f951aacEJHj,5db0a97f127d4000117cdfa04uhNJ
ttklC,status_quo,8,true,Offer,MixWithHighBlue,high_quality,91,76,53,524,540,5bd7971b0aac450001f951aa,5db0a97f127d4000117cdfa0,2021-06-25 16:16:54.234,2021-06-25 16:16:54.209,true,true,blue ball,8,24,true,true,blue,blue,5bd7971b0aac450001f951aacEJHj,5db0a97f127d4000117cdfa04uhNJ
YyJUU,status_quo,1,,,,high_quality,95,41,59,500,500,5f9204c669c428109eda454e,5f500550ad48ba16ff920279,2021-06-25 16:16:31.457,2021-06-25 15:38:43.217,false,false,,,,true,false,,,5f9204c669c428109eda454eUDztD,5f500550ad48ba16ff920279yMfHJ
WfcL5,holistic,8,true,NoOffer,NA,low_quality,81,78,21,580,600,5fb320402d694ba3d62c9cc6,5ef504d47faaa01261c64983,2021-06-25 16:16:56.298,2021-06-25 16:16:56.582,true,true,1 blue and 1 red,8,10,true,true,red,blue,5fb320402d694ba3d62c9cc6fJfTD,5ef504d47faaa01261c64983zFeSr
fpC8N,holistic,1,true,Offer,MixWithHighBlue,high_quality,98,55,20,508,510,56f542877e3935000ce43685,5c91c693765dad0016f8495c,2021-06-25 16:19:17.896,2021-06-25 16:19:18.417,true,true,1 blue and 1 red,8,10,true,true,red,blue,56f542877e3935000ce43685MJHaX,5c91c693765dad0016f8495cnoabn
QSpof,status_quo,4,true,Offer,RejectOffer,high_quality,100,42,33,484,420,5ee0f5feec87fc0bc5eabdd7,5f847cfd0e930a0cf4de1817,2021-06-25 16:16:14.158,2021-06-25 16:16:34.868,true,true,NA,-24,0,true,true,red,red,5ee0f5feec87fc0bc5eabdd7pnrLR,5f847cfd0e930a0cf4de1817gnohv
f6gWw,holistic,4,true,Offer,MixWithLowBlue,low_quality,83,56,50,516,520,5c55b95b91c0ad0001cf86ab,5e753094e8a6f10a9805ed9a,2021-06-25 16:17:12.95,2021-06-25 16:17:12.909,true,true,1 blue and 1 red,8,10,true,true,blue,red,5c55b95b91c0ad0001cf86abNdHNb,5e753094e8a6f10a9805ed9arlkQg
QSpof,status_quo,8,true,NoOffer,NA,low_quality,80,73,51,484,420,5ee0f5feec87fc0bc5eabdd7,5f847cfd0e930a0cf4de1817,2021-06-25 16:17:29.432,2021-06-25 16:17:41.558,true,true,NA,0,0,true,true,blue,blue,5ee0f5feec87fc0bc5eabdd7pnrLR,5f847cfd0e930a0cf4de1817gnohv
v8haZ,status_quo,7,true,Offer,MixWithHighBlue,high_quality,95,71,25,548,540,5e3dd36d19be0d040a17f13f,5c9e65d52707e10001a00524,2021-06-25 16:18:02.896,2021-06-25 16:18:02.947,true,true,blue ball,8,24,true,true,blue,blue,5e3dd36d19be0d040a17f13fTvmke,5c9e65d52707e10001a00524TsupZ
3nTjJ,holistic,7,true,Offer,MixWithHighBlue,high_quality,91,51,48,532,540,5de81d685a8f94795b893d45,5f4813c94e8b081877fb26a6,2021-06-25 16:17:37.669,2021-06-25 16:17:37.722,true,true,2 red balls,0,0,true,true,red,red,5de81d685a8f94795b893d45ZvDZR,5f4813c94e8b081877fb26a6SMnDG
hVrgd,holistic,2,true,Offer,MixWithLowBlue,low_quality,32,66,4,492,490,test3,test3,2021-07-31 06:20:57.004,2021-07-31 06:20:55.719,false,true,2 red balls,-16,-20,true,true,red,red,test3z0erp,test3zVWLw
FvDoK,holistic,6,true,Offer,MixWithLowBlue,high_quality,91,59,35,556,570,5d1a7bb2339da6001a12b11a,5f14d5cdb5d4c20e78dc1672,2021-06-25 16:28:47.483,2021-06-25 16:28:47.35,true,true,1 blue and 1 red,8,10,true,true,blue,red,5d1a7bb2339da6001a12b11awno9i,5f14d5cdb5d4c20e78dc1672JQo5D
Iz4V3,status_quo,8,true,Offer,RejectOffer,low_quality,54,47,45,500,332,5b50881a59119400018abaf3,5e76c87c0fd39b22d52eba04,2021-06-25 16:33:05.198,2021-06-25 16:33:05.354,true,true,NA,-24,0,true,true,red,red,5b50881a59119400018abaf3RBzh4,5e76c87c0fd39b22d52eba04PeMPY
UVloq,status_quo,9,true,NoOffer,NA,low_quality,80,75,32,516,548,55abb1a5fdf99b501fab62e3,5cb929bfebd17d0017e7f848,2021-06-25 16:16:59.155,2021-06-25 16:16:59.572,true,true,NA,0,0,true,true,red,red,55abb1a5fdf99b501fab62e3CuK21,5cb929bfebd17d0017e7f848pIxs1
ppIt1,holistic,7,true,Offer,MixWithLowBlue,low_quality,75,79,49,588,610,5d8d12f6d88e3a00142c9751,558afa29fdf99b7dfdbac1c6,2021-06-25 16:16:38.632,2021-06-25 16:16:40.453,true,true,2 blue balls,16,20,true,true,blue,blue,5d8d12f6d88e3a00142c9751sP0CF,558afa29fdf99b7dfdbac1c6zX3P5
qt1jl,status_quo,7,true,Offer,MixWithLowBlue,low_quality,77,55,53,516,516,5f5bf9beef06253d2b621fc3,5f47d4de030fef1fbb2221d9,2021-06-25 16:18:32.61,2021-06-25 16:18:32.647,true,true,red ball,8,-80,true,true,red,blue,5f5bf9beef06253d2b621fc3hWe85,5f47d4de030fef1fbb2221d9RvZK1
3nTjJ,holistic,6,true,Offer,MixWithHighBlue,low_quality,62,59,43,532,540,5de81d685a8f94795b893d45,5f4813c94e8b081877fb26a6,2021-06-25 16:17:09.64,2021-06-25 16:17:09.708,true,true,2 red balls,0,0,true,true,red,red,5de81d685a8f94795b893d45ZvDZR,5f4813c94e8b081877fb26a6SMnDG
hCK1e,status_quo,6,true,NoOffer,NA,low_quality,90,62,31,532,388,5484655ffdf99b07b28f22cc,55aeb059fdf99b5dac7fa5f5,2021-06-25 16:28:37.333,2021-06-25 16:28:37.17,true,true,NA,0,0,true,true,blue,red,5484655ffdf99b07b28f22ccjxjMs,55aeb059fdf99b5dac7fa5f5qU0NM
qt1jl,status_quo,5,true,Offer,MixWithHighBlue,high_quality,90,65,59,508,596,5f5bf9beef06253d2b621fc3,5f47d4de030fef1fbb2221d9,2021-06-25 16:17:40.432,2021-06-25 16:17:40.596,true,true,blue ball,8,24,true,true,blue,blue,5f5bf9beef06253d2b621fc3hWe85,5f47d4de030fef1fbb2221d9RvZK1
ttklC,status_quo,3,true,Offer,MixWithHighBlue,high_quality,92,72,45,524,572,5bd7971b0aac450001f951aa,5db0a97f127d4000117cdfa0,2021-06-25 16:14:51.013,2021-06-25 16:14:51.014,true,true,blue ball,8,24,true,true,blue,blue,5bd7971b0aac450001f951aacEJHj,5db0a97f127d4000117cdfa04uhNJ
v8haZ,status_quo,3,true,Offer,MixWithHighBlue,low_quality,51,54,44,516,548,5e3dd36d19be0d040a17f13f,5c9e65d52707e10001a00524,2021-06-25 16:16:38.381,2021-06-25 16:16:38.366,true,true,blue ball,8,24,true,true,blue,blue,5e3dd36d19be0d040a17f13fTvmke,5c9e65d52707e10001a00524TsupZ
pLTIj,holistic,10,true,Offer,MixWithLowBlue,low_quality,61,65,24,564,580,5f14c40b8a043d54837e0601,5ea0f8b65669f80008176bec,2021-06-25 16:16:49.72,2021-06-25 16:16:44.457,false,false,2 red balls,0,0,true,true,red,red,5f14c40b8a043d54837e0601JzAoe,5ea0f8b65669f80008176becmLr8B
oKqgB,status_quo,1,true,NoOffer,NA,low_quality,55,60,30,500,500,5c670a430d80fd00014264f9,5edd00eb4ffe4304affd11db,2021-06-25 16:18:48.408,2021-06-25 16:18:47.913,true,true,NA,0,0,true,true,blue,blue,5c670a430d80fd00014264f969HRN,5edd00eb4ffe4304affd11dbzEjc4
ttmyp,status_quo,7,true,NoOffer,NA,low_quality,74,54,52,444,548,5b846b48338a930001566887,5b6bacf00afa6f000107210f,2021-06-25 16:25:54.793,2021-06-25 16:25:55.595,true,true,NA,0,0,true,true,red,blue,5b846b48338a930001566887Pj49G,5b6bacf00afa6f000107210fTGUb5
yGidT,holistic,8,true,Offer,MixWithLowBlue,high_quality,91,64,31,596,620,5f691e346d78ff108d24b92d,5f481063a9ba622a64c751a2,2021-06-25 16:27:22.034,2021-06-25 16:27:18.192,true,true,2 blue balls,16,20,true,true,blue,blue,5f691e346d78ff108d24b92d7s2wl,5f481063a9ba622a64c751a2SFEPM
oKqgB,status_quo,2,true,NoOffer,NA,low_quality,66,68,21,500,500,5c670a430d80fd00014264f9,5edd00eb4ffe4304affd11db,2021-06-25 16:19:06.741,2021-06-25 16:19:06.951,true,true,NA,0,0,true,true,red,red,5c670a430d80fd00014264f969HRN,5edd00eb4ffe4304affd11dbzEjc4
pLTIj,holistic,9,true,NoOffer,NA,high_quality,96,65,39,564,580,5f14c40b8a043d54837e0601,5ea0f8b65669f80008176bec,2021-06-25 16:16:18.94,2021-06-25 16:16:18.978,true,true,2 blue balls,16,20,true,true,blue,blue,5f14c40b8a043d54837e0601JzAoe,5ea0f8b65669f80008176becmLr8B
vyLYN,status_quo,8,true,Offer,MixWithHighBlue,high_quality,98,58,29,556,460,5e954b384491ad117052cd48,5f97d19f018e77000cc67d21,2021-06-25 16:17:06.158,2021-06-25 16:17:06.565,true,true,blue ball,8,24,true,true,red,blue,5e954b384491ad117052cd48ixzbF,5f97d19f018e77000cc67d21wElEt
ssEyx,holistic,1,true,Offer,MixWithHighBlue,low_quality,71,47,43,500,500,5e454881703c9401c7c3fe4f,5b9fe9879624180001134e44,2021-06-25 16:20:43.147,2021-06-25 16:20:43.602,true,true,2 red balls,0,0,true,true,red,red,5e454881703c9401c7c3fe4fX1M7p,5b9fe9879624180001134e44380zN
f6gWw,holistic,5,true,NoOffer,NA,low_quality,72,60,28,516,520,5c55b95b91c0ad0001cf86ab,5e753094e8a6f10a9805ed9a,2021-06-25 16:17:26.025,2021-06-25 16:17:25.955,true,true,2 red balls,0,0,true,true,red,red,5c55b95b91c0ad0001cf86abNdHNb,5e753094e8a6f10a9805ed9arlkQg
f6gWw,holistic,6,true,Offer,MixWithHighBlue,high_quality,95,70,53,532,540,5c55b95b91c0ad0001cf86ab,5e753094e8a6f10a9805ed9a,2021-06-25 16:17:51.137,2021-06-25 16:17:51.077,true,true,2 blue balls,16,20,true,true,blue,blue,5c55b95b91c0ad0001cf86abNdHNb,5e753094e8a6f10a9805ed9arlkQg
RY2SX,status_quo,3,true,Offer,MixWithLowBlue,low_quality,90,42,51,524,572,5c82c9a4d8302a00010639b8,5f36bde6d3369c0cadac39bf,2021-06-25 16:18:31.482,2021-06-25 16:18:31.958,true,true,blue ball,8,24,true,true,blue,blue,5c82c9a4d8302a00010639b8bHWvf,5f36bde6d3369c0cadac39bfQgO9b
kBoCn,status_quo,9,true,Offer,MixWithHighBlue,high_quality,97,63,59,476,468,5bbc18010cb04c00015025ce,5c2dae2110677f0001dd1137,2021-06-25 16:16:46.374,2021-06-25 16:16:47.25,true,true,blue ball,8,24,true,true,red,blue,5bbc18010cb04c00015025cesyzWi,5c2dae2110677f0001dd1137YLzmZ
KqC2C,holistic,9,true,Offer,MixWithLowBlue,high_quality,94,41,37,580,600,5d5ca97de6b963001a706363,5e83bb0601aa8c11929fa6d4,2021-06-25 16:30:06.633,2021-06-25 16:30:07.087,true,true,1 blue and 1 red,8,10,true,true,blue,red,5d5ca97de6b963001a706363T3HhW,5e83bb0601aa8c11929fa6d4CJq0Z
fpC8N,holistic,2,true,Offer,MixWithHighBlue,high_quality,95,71,33,524,530,56f542877e3935000ce43685,5c91c693765dad0016f8495c,2021-06-25 16:20:21.141,2021-06-25 16:20:21.914,true,true,2 blue balls,16,20,true,true,blue,blue,56f542877e3935000ce43685MJHaX,5c91c693765dad0016f8495cnoabn
3nTjJ,holistic,10,true,Offer,MixWithLowBlue,high_quality,95,53,36,548,560,5de81d685a8f94795b893d45,5f4813c94e8b081877fb26a6,2021-06-25 16:19:12.322,2021-06-25 16:19:12.514,false,false,2 red balls,0,0,true,true,red,red,5de81d685a8f94795b893d45ZvDZR,5f4813c94e8b081877fb26a6SMnDG
CeHPw,status_quo,2,true,NoOffer,NA,low_quality,80,46,48,500,500,55b237e6fdf99b19ea79d2f7,5e614c386ee9b3017b83e4bc,2021-06-25 16:30:53.961,2021-06-25 16:30:54.383,true,true,NA,0,0,true,true,blue,blue,55b237e6fdf99b19ea79d2f7RA2Po,5e614c386ee9b3017b83e4bcpRGeO
Jswbj,status_quo,1,,,,high_quality,94,60,37,500,500,60121fca666552254559110d,5e64a02eb7d70b20f250b129,2021-06-25 16:28:22.774,2021-06-25 16:32:54.763,false,false,,,,true,false,,,60121fca666552254559110dsssZN,5e64a02eb7d70b20f250b129RBCke
